Order ID,Order Date,CustomerName,State,City
B-26059,03-07-2019,Rachna,Haryana,Chandigarh
B-26060,04-07-2019,Chirag,Maharashtra,Mumbai
B-26061,05-07-2019,Anurag,Madhya Pradesh,Indore
B-26062,06-07-2019,Tushina,Goa,Goa
B-26063,07-07-2019,Farah,Nagaland,Kohima
B-26064,08-07-2019,Ankita,Maharashtra,Mumbai
B-26065,09-07-2019,Nida,Madhya Pradesh,Indore
B-26066,10-07-2019,Priyanka,Maharashtra,Pune
B-26067,11-07-2019,Tulika,Madhya Pradesh,Bhopal
B-26068,12-07-2019,Shefali,Rajasthan,Jaipur
B-26069,13-07-2019,Sanskriti,West Bengal,Kolkata
B-26070,14-07-2019,Shruti,Karnataka,Bangalore
B-26071,15-07-2019,Subhashree,Jammu and Kashmir,Kashmir
B-26072,16-07-2019,Sweta,Maharashtra,Mumbai
B-26073,17-07-2019,Pournamasi,Madhya Pradesh,Indore
B-26074,18-07-2019,Bharat,Gujarat,Ahmedabad
B-26075,19-07-2019,Pearl,Maharashtra,Pune
B-26076,20-07-2019,Jahan,Madhya Pradesh,Bhopal
B-26077,21-07-2019,Divsha,Rajasthan,Jaipur
B-26078,22-07-2019,Kasheen,West Bengal,Kolkata
B-26079,23-07-2019,Hazel,Karnataka,Bangalore
B-26080,24-07-2019,Sonakshi,Jammu and Kashmir,Kashmir
B-26081,25-07-2019,Aarushi,Tamil Nadu,Chennai
B-26082,26-07-2019,Jitesh,Uttar Pradesh,Lucknow
B-26083,27-07-2019,Yogesh,Bihar,Patna
B-26084,28-07-2019,Anita,Kerala ,Thiruvananthapuram
B-26085,29-07-2019,Shrichand,Punjab,Chandigarh
B-26086,30-07-2019,Mukesh,Haryana,Chandigarh
B-26087,31-07-2019,Vandana,Himachal Pradesh,Simla
B-26088,01-08-2019,Bhavna,Sikkim,Gangtok
B-26089,02-08-2019,Kanak,Goa,Goa
B-26090,03-08-2019,Sagar,Nagaland,Kohima
B-26091,04-08-2019,Manju,Andhra Pradesh,Hyderabad
B-26092,05-08-2019,Ramesh,Gujarat,Ahmedabad
B-26093,06-08-2019,Sarita,Maharashtra,Pune
B-26094,07-08-2019,Deepak,Madhya Pradesh,Bhopal
B-26095,08-08-2019,Monisha,Rajasthan,Jaipur
B-26096,09-08-2019,Atharv,West Bengal,Kolkata
B-26097,10-08-2019,Vini,Karnataka,Bangalore
B-26098,11-08-2019,Pinky,Jammu and Kashmir,Kashmir
B-26099,12-08-2019,Bhishm,Maharashtra,Mumbai
B-26100,13-08-2019,Hitika,Madhya Pradesh,Indore
